niche,cell_type,n_cells,mean_local_fraction,global_mean_local_fraction,log2_relative_enrichment,local_celltype_entropy,mannwhitney_u,p_greater_raw,relative_enrichment_0to1,across_niche_entropy
C3,Perivascular-Like,6024,0.04273460456009684,0.005334534373413255,3.001970516843363,0.5093132889189597,666765634.0,0.0,0.037600652158083635,0.7904590559689004
C4,Perivascular-Like,18982,0.0008784178559231788,0.005334534373413255,-2.6023830631151115,0.5479825316350547,1121965622.5,1.0,0.0,0.7904590559689004
C5,Perivascular-Like,14400,0.00102566209208887,0.005334534373413255,-2.378806840928852,0.574827105191398,942636806.0,1.0,0.0,0.7904590559689004
C6,Perivascular-Like,17516,0.0072699046605653826,0.005334534373413255,0.4465740938820046,0.6125077945207711,1846895753.0,0.0,0.0019457499571807755,0.7904590559689004
C7,Perivascular-Like,7285,0.006376804288869246,0.005334534373413255,0.25747125350257566,0.6390086630020131,730387411.0,0.0,0.0010478597593608174,0.7904590559689004
C0,Prolif_Invasive_Tumor,48154,0.001793446166453889,0.022788228604642306,-3.667482437390201,0.5126210125010159,1628048256.0,1.0,0.0,0.14263162066999294
C1,Prolif_Invasive_Tumor,46693,0.07677935068169629,0.022788228604642306,1.7524295753319268,0.32662731945352674,5447188159.5,0.0,0.05525017571161698,0.14263162066999294
C2,Prolif_Invasive_Tumor,7309,0.00073890770764025,0.022788228604642306,-4.946750794389338,0.5871978329423484,388422545.0,1.0,0.0,0.14263162066999294
C3,Prolif_Invasive_Tumor,6024,0.003678811417278221,0.022788228604642306,-2.630977155661385,0.580142740635043,416218198.0,1.0,0.0,0.14263162066999294
C4,Prolif_Invasive_Tumor,18982,0.0003107577705254413,0.022788228604642306,-6.196354502825783,0.3571722864399921,806490652.0,1.0,0.0,0.14263162066999294
C5,Prolif_Invasive_Tumor,14400,0.003379698051710685,0.022788228604642306,-2.7533225192987074,0.39966212690467934,991611270.0,1.0,0.0,0.14263162066999294
C6,Prolif_Invasive_Tumor,17516,0.0007820447966929345,0.022788228604642306,-4.864893722444627,0.6651608386651968,930681777.5,1.0,0.0,0.14263162066999294
C7,Prolif_Invasive_Tumor,7285,0.0032768233710157566,0.022788228604642306,-2.7979189684845824,0.6315933887432842,471507113.0,1.0,0.0,0.14263162066999294
C0,Stromal,48154,0.594959819381879,0.24024779309805508,1.3082690607320087,0.31321840120354066,5648342185.5,0.0,0.46687857312088565,0.527424113294337
C1,Stromal,46693,0.08743862952763576,0.24024779309805508,-1.4581804843691544,0.40861773281577607,1674428143.0,1.0,0.0,0.527424113294337
C2,Stromal,7309,0.14615093240564475,0.24024779309805508,-0.7170641453457001,0.4948325081315892,542286139.5,1.0,0.0,0.527424113294337
C3,Stromal,6024,0.22913130654729946,0.24024779309805508,-0.06834858889408445,0.484317244097172,585319459.5,1.530939164417802e-172,0.0,0.527424113294337
